0,id,name,url,phone,latitude,longitude,address,city,postal_code
28,lisas-mexican-restaurant-daly-city-2,Lisa's Mexican Restaurant,http://www.yelp.com/biz/lisas-mexican-restaurant-daly-city-2,6507566289,6582 Mission St,Daly City,94014,37.703359,-122.463144
29,taqueria-margoth-san-francisco,Taqueria Margoth,http://www.yelp.com/biz/taqueria-margoth-san-francisco,4153334622,300 Plymouth Ave,San Francisco,94112,37.7132184,-122.4560603
30,via-mare-of-america-daly-city,Via Mare of America,http://www.yelp.com/biz/via-mare-of-america-daly-city,6507552500,6423 Mission St,Daly City,94014,37.7034634861266,-122.46260907501
31,family-soul-food-san-francisco,Family Soul Food,http://www.yelp.com/biz/family-soul-food-san-francisco,,300 Plymouth St,San Francisco,94112,37.7132083,-122.4560443
32,j-and-r-restaurant-san-francisco,J&R Restaurant,http://www.yelp.com/biz/j-and-r-restaurant-san-francisco,4153338399,295 Orizaba Avenue,San Francisco,94132,37.7138485,-122.462565
33,delicious-susana-san-francisco,Delicious Susana,http://www.yelp.com/biz/delicious-susana-san-francisco,,300 Plymouth Ave,San Francisco,94112,37.7132083,-122.4560443
34,delicias-susana-san-francisco,Delicias Susana,http://www.yelp.com/biz/delicias-susana-san-francisco,6502903236,300 Plymouth,San Francisco,94112,37.713207244873,-122.456047058105
35,china-view-san-francisco,China View,http://www.yelp.com/biz/china-view-san-francisco,4155868000,295 Orizaba Ave,San Francisco,94132,37.7138485,-122.462565
36,mama-rosas-pizza-san-francisco,Mama Rosa's Pizza,http://www.yelp.com/biz/mama-rosas-pizza-san-francisco,4155878000,295b Orizaba Ave,San Francisco,94132,37.714112,-122.462833
37,golden-wok-san-francisco,Golden Wok,http://www.yelp.com/biz/golden-wok-san-francisco,4155868000,295 Orizaba Ave,San Francisco,94132,37.714112,-122.462833
38,chef-ming-san-francisco,Chef Ming,http://www.yelp.com/biz/chef-ming-san-francisco,4153338399,295 Orizaba Ave,San Francisco,94132,37.7138485,-122.462565
39,kenjis-sushiya-san-francisco,Kenji's Sushiya,http://www.yelp.com/biz/kenjis-sushiya-san-francisco,4152230535,295B Orizaba Ave,San Francisco,94132,37.714112,-122.462833
40,el-molcajete-taco-truck-san-francisco,El Molcajete Taco Truck,http://www.yelp.com/biz/el-molcajete-taco-truck-san-francisco,,119 Plymouth Ave,San Francisco,94112,37.7121202,-122.4561523
41,broken-record-san-francisco,Broken Record,http://www.yelp.com/biz/broken-record-san-francisco,4159631713,1166 Geneva Ave,San Francisco,94112,37.7144019,-122.4369176
42,chick-n-deli-san-francisco,Chick-N-Deli,http://www.yelp.com/biz/chick-n-deli-san-francisco,4153345215,5392 Mission St,San Francisco,94112,37.7136659,-122.4436441
43,naples-pizzarella-san-francisco,Naples Pizzarella,http://www.yelp.com/biz/naples-pizzarella-san-francisco,4155876499,1192 Geneva Ave,San Francisco,94112,37.7142237,-122.4365756
44,quickly-san-francisco-13,Quickly,http://www.yelp.com/biz/quickly-san-francisco-13,4157229380,5301 Mission St,San Francisco,94112,37.7144242,-122.4426879
45,nicks-kitchen-daly-city,Nick's Kitchen,http://www.yelp.com/biz/nicks-kitchen-daly-city,4153498370,2449 Geneva Ave,Daly City,94014,37.707988,-122.417714
46,south-pacific-island-restaurant-daly-city,South Pacific Island Restaurant,http://www.yelp.com/biz/south-pacific-island-restaurant-daly-city,4154671870,2803 Geneva Ave,Daly City,94014,37.7069803,-122.4146546
47,papa-rays-pizza-daly-city,Papa Ray's Pizza,http://www.yelp.com/biz/papa-rays-pizza-daly-city,4154685300,2731 Geneva Ave,Daly City,94014,37.7072239,-122.415114
48,pizza-palace-daly-city-2,Pizza Palace,http://www.yelp.com/biz/pizza-palace-daly-city-2,4154685300,2731 Geneva Ave,Daly City,94014,37.7071449,-122.4151884
49,pizza-palace-daly-city,Pizza Palace,http://www.yelp.com/biz/pizza-palace-daly-city,4154685300,2731 Geneva Ave,Daly City,94014,37.7071449,-122.4151884
50,ngs-kitchen-daly-city,NG's Kitchen,http://www.yelp.com/biz/ngs-kitchen-daly-city,4152398844,2511 Geneva Ave,Daly City,94014,37.7076879,-122.4172753
51,the-polynesian-luau-daly-city,The Polynesian Luau,http://www.yelp.com/biz/the-polynesian-luau-daly-city,4154670500,2901 Geneva Ave,Daly City,94014,37.7067859,-122.4138684
52,mcdonalds-daly-city-5,McDonald's,http://www.yelp.com/biz/mcdonalds-daly-city-5,4154671666,2750 Geneva Ave,Daly City,94014,37.7066208,-122.4152174
53,kfc-daly-city-2,KFC,http://www.yelp.com/biz/kfc-daly-city-2,4154673228,2815 Geneva Ave,Daly City,94014,37.7069509,-122.414139
54,taco-bell-kfc-daly-city-3,Taco Bell / KFC,http://www.yelp.com/biz/taco-bell-kfc-daly-city-3,4154673228,2815 Geneva Ave,Daly City,94014,37.7069509,-122.414139
55,piccolo-pete-liquor-and-deli-san-francisco,Piccolo Pete Liquor & Deli,http://www.yelp.com/biz/piccolo-pete-liquor-and-deli-san-francisco,4154686601,2155 Bayshore Blvd,San Francisco,94134,37.7125901,-122.400866
56,eat-drink-play-san-francisco,Eat Drink Play,http://www.yelp.com/biz/eat-drink-play-san-francisco,4155877688,28 Leland Ave,San Francisco,94134,37.7115202,-122.4043142
57,gold-coast-grill-and-catering-san-francisco,Gold Coast Grill & Catering,http://www.yelp.com/biz/gold-coast-grill-and-catering-san-francisco,4153381674,SFSU Cesar Chavez Student Center Plaza Level,San Francisco,94132,37.7181398,-122.4863492
58,subway-san-francisco-7,Subway,http://www.yelp.com/biz/subway-san-francisco-7,6507576100,3911 Alemany Blvd,San Francisco,94132,37.7110456,-122.4668073
59,venice-pizza-san-francisco-2,Venice Pizza,http://www.yelp.com/biz/venice-pizza-san-francisco-2,4153333374,701 Randolph St,San Francisco,94132,37.714069,-122.469082
60,extreme-pizza-san-francisco,Extreme Pizza,http://www.yelp.com/biz/extreme-pizza-san-francisco,6509929800,3911 Alemany Blvd,San Francisco,94132,37.7110456,-122.4668073
61,ocean-view-san-francisco,Ocean View,http://www.yelp.com/biz/ocean-view-san-francisco,,3851 Alemany Blvd,San Francisco,94132,37.7114526,-122.466991
62,diala-pizza-san-francisco,Diala Pizza,http://www.yelp.com/biz/diala-pizza-san-francisco,4155666455,4097 19th Ave,San Francisco,94132,37.714545,-122.4702315
63,stonestown-pizza-san-francisco,Stonestown Pizza,http://www.yelp.com/biz/stonestown-pizza-san-francisco,4158419476,4097 19th Ave,San Francisco,94132,37.714545,-122.4702315
64,bart-grocery-and-bbq-daly-city,Bart Grocery & BBQ,http://www.yelp.com/biz/bart-grocery-and-bbq-daly-city,6509938782,108 Los Olivos Ave,Daly City,94014,37.7056691,-122.464148
65,hot-dog-cart-daly-city,Hot Dog Cart,http://www.yelp.com/biz/hot-dog-cart-daly-city,,Daly City BART Station,Daly City,94014,37.705689299437,-122.470092773438
66,j-and-a-restaurant-san-francisco,J & A Restaurant,http://www.yelp.com/biz/j-and-a-restaurant-san-francisco,4153376688,5712 Mission St,San Francisco,94112,37.7098256,-122.4496956
67,el-patio-espanol-san-francisco,El Patio Espanol,http://www.yelp.com/biz/el-patio-espanol-san-francisco,4155875117,2850 Alemany Blvd,San Francisco,94112,37.712858,-122.451621
68,reinas-restaurant-san-francisco,Reinas Restaurant,http://www.yelp.com/biz/reinas-restaurant-san-francisco,4155857694,5479 Mission St,San Francisco,94112,37.7128792,-122.4443131
69,pixies-sinugba-usa-san-francisco,Pixie's Sinugba,http://www.yelp.com/biz/pixies-sinugba-usa-san-francisco,4153346614,5672 Mission St,San Francisco,94112,37.7103485,-122.4484281
70,montelimar-restaurant-san-francisco,Montelimar Restaurant,http://www.yelp.com/biz/montelimar-restaurant-san-francisco,4153344959,5672 Mission St,San Francisco,94112,37.7103501,-122.4484249
71,ly-luck-chinese-restaurant-san-francisco,Ly Luck Chinese Restaurant,http://www.yelp.com/biz/ly-luck-chinese-restaurant-san-francisco,4153337869,5820 Mission St,San Francisco,94112,37.7091926,-122.4515646
72,mission-cafe-and-deli-san-francisco-3,Mission Cafe & Deli,http://www.yelp.com/biz/mission-cafe-and-deli-san-francisco-3,4158676095,5457 Mission St,San Francisco,94112,37.7130562,-122.4442645
73,mcdonalds-san-francisco,McDonald's,http://www.yelp.com/biz/mcdonalds-san-francisco,4153331011,5454 Mission St,San Francisco,94112,37.7130746,-122.4442702
74,taqueria-reinas-san-francisco-2,Taqueria Reina's,http://www.yelp.com/biz/taqueria-reinas-san-francisco-2,4155858243,5300 Mission St,San Francisco,94112,37.7145324,-122.4429311
75,spanish-cultural-center-san-francisco,Spanish Cultural Center,http://www.yelp.com/biz/spanish-cultural-center-san-francisco,4155875117,2850 Alemany Boulevard,San Francisco,94112,37.712858,-122.451621
76,pupuseria-el-golazo-san-francisco,Pupuseria El Golazo,http://www.yelp.com/biz/pupuseria-el-golazo-san-francisco,6507598980,Crocker-Amazon Playground,San Francisco,94112,37.718153,-122.4299834
77,nayarit-taqueria-san-francisco,Nayarit Taqueria,http://www.yelp.com/biz/nayarit-taqueria-san-francisco,4155877721,98 Leland Ave,San Francisco,94134,37.7119906,-122.4055293
78,luen-fat-restaurant-san-francisco,Luen Fat Restaurant,http://www.yelp.com/biz/luen-fat-restaurant-san-francisco,4155851167,110 Leland Ave,San Francisco,94134,37.7120077409376,-122.405896112323
79,two-jacks-seafood-san-francisco-2,Two Jacks Seafood,http://www.yelp.com/biz/two-jacks-seafood-san-francisco-2,4153370433,167 Leland Ave,San Francisco,94134,37.7123566,-122.4069488
80,buen-sabor-san-francisco,Buen Sabor,http://www.yelp.com/biz/buen-sabor-san-francisco,,98 Leland Ave,San Francisco,94134,37.7119906,-122.4055293
81,v2-burger-san-francisco,V2 Burger,http://www.yelp.com/biz/v2-burger-san-francisco,,167 Leland Ave,San Francisco,94134,37.7123566,-122.4069488
82,hernandez-taqueria-and-bakery-san-francisco,Hernandez Taqueria & Bakery,http://www.yelp.com/biz/hernandez-taqueria-and-bakery-san-francisco,4155877721,98 Leland Ave,San Francisco,94134,37.7119906,-122.4055293
83,happy-family-fast-food-san-francisco,Happy Family Fast Food,http://www.yelp.com/biz/happy-family-fast-food-san-francisco,4153338999,107 Leland Ave,San Francisco,94134,37.7119306,-122.4058651
84,y-and-g-restaurant-san-francisco,Y & G Restaurant,http://www.yelp.com/biz/y-and-g-restaurant-san-francisco,4154695686,73 Leland Avenue,San Francisco,94134,37.7117235,-122.4053328
85,china-garden-san-francisco,China Garden,http://www.yelp.com/biz/china-garden-san-francisco,4155858026,107 Leland St,San Francisco,94134,37.7119306,-122.4058651
86,marcelsonwheels-san-francisco-2,MarcelsOnWheels,http://www.yelp.com/biz/marcelsonwheels-san-francisco-2,4152448881,Crescent Way,San Francisco,94134,37.7111774,-122.3886927
87,the-hof-brau-san-francisco,The Hof Brau,http://www.yelp.com/biz/the-hof-brau-san-francisco,4153302420,490 Jamestown Ave,San Francisco,94124,37.7141799926758,-122.387054443359
88,two-jacks-seafood-san-francisco,Two Jacks Seafood,http://www.yelp.com/biz/two-jacks-seafood-san-francisco,4158221770,984 Gilman Ave,San Francisco,94124,37.7178453,-122.3874847
89,hall-of-flame-burgers-san-francisco,Hall Of Flame Burgers,http://www.yelp.com/biz/hall-of-flame-burgers-san-francisco,4155844444,73 Cambon Dr,San Francisco,94132,37.717661,-122.4743914
90,taco-libre-san-francisco,Taco Libre,http://www.yelp.com/biz/taco-libre-san-francisco,4153348226,55 Cambon Dr,San Francisco,94132,37.7180315,-122.4744531
91,papa-johns-pizza-san-francisco,Papa John's Pizza,http://www.yelp.com/biz/papa-johns-pizza-san-francisco,4155867272,69 Cambon Dr,San Francisco,94132,37.7177556,-122.4744066
92,genies-san-francisco,Genie's,http://www.yelp.com/biz/genies-san-francisco,4155873316,106 Serrano Dr,San Francisco,94132,37.7200996,-122.4771827
93,the-vista-room-san-francisco,The Vista Room,http://www.yelp.com/biz/the-vista-room-san-francisco,4153386087,Burk Hall,San Francisco,94132,37.7226628,-122.4779083
94,ikes-place-san-francisco-4,Ike's Place,http://www.yelp.com/biz/ikes-place-san-francisco-4,4155236454,1650 Holloway Ave,San Francisco,94132,37.7226812,-122.4783079
95,golden-waffle-san-francisco-4,Golden Waffle,http://www.yelp.com/biz/golden-waffle-san-francisco-4,4152463353,SFSU Farmers Market,San Francisco,94192,37.7222056049397,-122.481229305267
96,station-cafe-san-francisco,Station Cafe,http://www.yelp.com/biz/station-cafe-san-francisco,4154050450,San Francisco State University,San Francisco,94132,37.7216624756424,-122.475628852844
97,peets-coffee-and-tea-san-francisco-69,Peet's Coffee & Tea,http://www.yelp.com/biz/peets-coffee-and-tea-san-francisco-69,4155868002,1630 Holloway Ave,San Francisco,94132,37.7214418282263,-122.478016018868
98,san-francisco-state-university-cafeteria-san-francisco,San Francisco State University Cafeteria,http://www.yelp.com/biz/san-francisco-state-university-cafeteria-san-francisco,,1600 Holloway Dr,San Francisco,94132,37.7226628,-122.4779083
99,donnas-tamales-san-francisco-3,Donna's Tamales,http://www.yelp.com/biz/donnas-tamales-san-francisco-3,,SFSU Farmer's Market,San Francisco,94132,37.7210451,-122.4754354
100,taqueria-girasol-san-francisco,Taqueria Girasol,http://www.yelp.com/biz/taqueria-girasol-san-francisco,4153381040,1650 Holloway Ave,San Francisco,94132,37.7226812,-122.4783079
101,cafe-rosso-san-francisco,Cafe Rosso,http://www.yelp.com/biz/cafe-rosso-san-francisco,4154050923,1600 Holloway Ave,San Francisco,94132,37.7226628,-122.4779083
102,the-village-market-and-pizza-at-sfsu-san-francisco,The Village Market & Pizza at SFSU,http://www.yelp.com/biz/the-village-market-and-pizza-at-sfsu-san-francisco,4154052292,Centennial Village,San Francisco,94132,37.7226628,-122.4779083
103,taqueria-girasol-la-paz-san-francisco,Taqueria Girasol La Paz,http://www.yelp.com/biz/taqueria-girasol-la-paz-san-francisco,,San Francisco State Cafeteria,San Francisco,94132,37.7226628,-122.4779083
104,city-eats-dining-center-san-francisco,City Eats Dining Center,http://www.yelp.com/biz/city-eats-dining-center-san-francisco,4153382923,1600 Holloway Ave,San Francisco,94132,37.7219699,-122.4794032
105,turtle-tower-san-francisco-2,Turtle Tower,http://www.yelp.com/biz/turtle-tower-san-francisco-2,,1650 Holloway Ave,San Francisco,94132,37.7226812,-122.4783079
106,café-in-the-park-san-francisco-2,Café In The Park,http://www.yelp.com/biz/caf%C3%A9-in-the-park-san-francisco-2,4153382767,Mary Park Hall,San Francisco,94132,37.7226628,-122.4779083
107,pizza-and-pasta-at-sfsu-san-francisco,Pizza & Pasta At SFSU,http://www.yelp.com/biz/pizza-and-pasta-at-sfsu-san-francisco,4153386975,"Cesar Chavez Student Center, Recreation And Dining Level",San Francisco,94132,37.7226628,-122.4779083
108,asia-express-san-francisco-2,Asia Express,http://www.yelp.com/biz/asia-express-san-francisco-2,4153386338,1650 Holloway,San Francisco,94132,37.7226812,-122.4783079
109,tuk-tuk-thai-san-francisco,Tuk-Tuk Thai,http://www.yelp.com/biz/tuk-tuk-thai-san-francisco,4155844318,San Francisco State University,San Francisco,94132,37.7226812,-122.4783079
110,yama-sushi-san-francisco,Yama Sushi,http://www.yelp.com/biz/yama-sushi-san-francisco,4153332889,850 Holloway Ave,San Francisco,94112,37.7218984,-122.4621399
111,batter-up-san-francisco,Batter Up,http://www.yelp.com/biz/batter-up-san-francisco,4152056032,888 Geneva Ave,San Francisco,94112,37.7166768,-122.4413737
112,phillies-san-francisco,Phillies,http://www.yelp.com/biz/phillies-san-francisco,4153349606,932 Geneva Ave,San Francisco,94112,37.7160703,-122.4406828
113,the-dark-horse-inn-san-francisco,The Dark Horse Inn,http://www.yelp.com/biz/the-dark-horse-inn-san-francisco,4154695508,942 Geneva Ave,San Francisco,94112,37.7159942,-122.4405363
114,tortas-boos-voni-san-francisco,Tortas Boos Voni,http://www.yelp.com/biz/tortas-boos-voni-san-francisco,4155855880,5170 Mission St,San Francisco,94112,37.715928,-122.4414365
115,superstar-restaurant-san-francisco,Superstar Restaurant,http://www.yelp.com/biz/superstar-restaurant-san-francisco,4155854360,4919  Mission St,San Francisco,94112,37.7195987,-122.4385072
116,bravo-pizza-san-francisco,Bravo Pizza,http://www.yelp.com/biz/bravo-pizza-san-francisco,4155858500,5145 Mission St,San Francisco,94112,37.7165703,-122.4409418
117,rincon-latino-san-francisco,Rincon Latino,http://www.yelp.com/biz/rincon-latino-san-francisco,4155868787,5080 Mission St,San Francisco,94112,37.7171536,-122.440693
118,little-joes-pizzeria-san-francisco,Little Joe's Pizzeria,http://www.yelp.com/biz/little-joes-pizzeria-san-francisco,4153333684,5006 Mission St,San Francisco,94112,37.718487,-122.439832
119,geneva-steak-san-francisco,Geneva Steak,http://www.yelp.com/biz/geneva-steak-san-francisco,4155866685,5130 Mission St,San Francisco,94112,37.716433,-122.441413
120,el-pollo-supremo-san-francisco-2,El Pollo Supremo,http://www.yelp.com/biz/el-pollo-supremo-san-francisco-2,4153375750,5210 Mission St,San Francisco,94112,37.715597,-122.4419128
121,kuta-bistro-san-francisco,Kuta Bistro,http://www.yelp.com/biz/kuta-bistro-san-francisco,4158599828,4994 Mission St,San Francisco,94112,37.7185848,-122.4396187
122,popeyes-chicken-and-biscuits-san-francisco-4,Popeyes Chicken & Biscuits,http://www.yelp.com/biz/popeyes-chicken-and-biscuits-san-francisco-4,4152392089,890 Geneva Ave,San Francisco,94112,37.7165645,-122.4413327
123,little-caesars-pizza-san-francisco-2,Little Caesars Pizza,http://www.yelp.com/biz/little-caesars-pizza-san-francisco-2,4155844000,955 Geneva Ave,San Francisco,94112,37.7160968,-122.440019
124,chifa-peruano-san-francisco-2,Chifa Peruano,http://www.yelp.com/biz/chifa-peruano-san-francisco-2,4155861206,5173 Mission St,San Francisco,94112,37.7158907,-122.4413158
125,oodles-san-francisco,Oodles,http://www.yelp.com/biz/oodles-san-francisco,4153347241,4995 Mission St,San Francisco,94112,37.7185671,-122.4393035
126,pho-tam-thu-san-francisco,Pho Tam Thu,http://www.yelp.com/biz/pho-tam-thu-san-francisco,4153347781,4995 Mission St,San Francisco,94112,37.718344208606,-122.439778447151
127,lins-cafe-san-francisco,Lin's Cafe,http://www.yelp.com/biz/lins-cafe-san-francisco,4153333619,4935 Mission St,San Francisco,94112,37.7194312,-122.4386399
128,wallys-restaurant-san-francisco,Wally's Restaurant,http://www.yelp.com/biz/wallys-restaurant-san-francisco,4153335266,5125 Mission Street,San Francisco,94112,37.716732,-122.440463
129,pho-nice-vietnamese-restaurant-san-francisco,Pho Nice Vietnamese Restaurant,http://www.yelp.com/biz/pho-nice-vietnamese-restaurant-san-francisco,4155878321,880 Geneva Ave,San Francisco,94112,37.7168286,-122.4414912
130,martita-restaurant-san-francisco-2,Martita Restaurant,http://www.yelp.com/biz/martita-restaurant-san-francisco-2,4155858554,5278 Mission St,San Francisco,94112,37.7148488,-122.4424068
131,elisas-cafe-san-francisco,Elisa's Cafe,http://www.yelp.com/biz/elisas-cafe-san-francisco,4153333177,4901 Mission St,San Francisco,94112,37.7200181,-122.4383374
132,taqueria-la-iguana-azul-san-francisco,Taqueria La Iguana Azul,http://www.yelp.com/biz/taqueria-la-iguana-azul-san-francisco,4155842318,928 Geneva Ave,San Francisco,94112,37.7161669,-122.440651
133,el-porteño-i-chifa-peruano-san-francisco,El Porteño I Chifa Peruano,http://www.yelp.com/biz/el-porte%C3%B1o-i-chifa-peruano-san-francisco,4155861206,5173 Mission St,San Francisco,94112,37.7158918,-122.4413203
134,roma-pizzeria-san-francisco-2,Roma Pizzeria,http://www.yelp.com/biz/roma-pizzeria-san-francisco-2,4152391800,5099 Mission St,San Francisco,94112,37.7172935,-122.44027
135,venice-pizza-san-francisco,Venice Pizza,http://www.yelp.com/biz/venice-pizza-san-francisco,4153335500,5228 Mission St,San Francisco,94112,37.7153754,-122.4420332
136,pho-hoa-hop-san-francisco,Pho Hoa Hop,http://www.yelp.com/biz/pho-hoa-hop-san-francisco,4155878321,880 Geneva Ave,San Francisco,94112,37.7168286,-122.4414912
137,east-treasure-restaurant-san-francisco,East Treasure Restaurant,http://www.yelp.com/biz/east-treasure-restaurant-san-francisco,4153338666,4935 Mission St,San Francisco,94112,37.7192718,-122.4388966
138,doctors-lounge-san-francisco,Doctor's Lounge,http://www.yelp.com/biz/doctors-lounge-san-francisco,4155869730,4826 Mission St,San Francisco,94112,37.7209318,-122.4378436
139,pizans-italian-seafood-room-san-francisco,Pizans Italian Seafood Room,http://www.yelp.com/biz/pizans-italian-seafood-room-san-francisco,6509220326,The Doctor's Lounge,San Francisco,94112,37.7209318,-122.4378436
140,live-sushi-mission-san-francisco-2,Live Sushi Mission,http://www.yelp.com/biz/live-sushi-mission-san-francisco-2,4155855055,4808 Mission St,San Francisco,94112,37.7209662,-122.4378249
141,hawaiian-drive-inn-28-san-francisco,Hawaiian Drive Inn #28,http://www.yelp.com/biz/hawaiian-drive-inn-28-san-francisco,4155869382,4827 Mission St,San Francisco,94112,37.720971,-122.437192
142,taqueria-guadalajara-san-francisco,Taqueria Guadalajara,http://www.yelp.com/biz/taqueria-guadalajara-san-francisco,4154695480,4798 Mission St,San Francisco,94112,37.7211931,-122.4372948
143,el-farolito-san-francisco,El Farolito,http://www.yelp.com/biz/el-farolito-san-francisco,4153375500,4817 Mission St,San Francisco,94112,37.7212532,-122.4373948
144,mission-noodle-house-san-francisco,Mission Noodle House,http://www.yelp.com/biz/mission-noodle-house-san-francisco,,4845 Mission St,San Francisco,94112,37.7208073,-122.4375993
145,the-salad-place-san-francisco-4,The Salad Place,http://www.yelp.com/biz/the-salad-place-san-francisco-4,4153334030,400 London St,San Francisco,94112,37.722783,-122.435535
146,hildas-mart-and-bake-shop-san-francisco,Hilda's Mart & Bake Shop,http://www.yelp.com/biz/hildas-mart-and-bake-shop-san-francisco,4153333122,145 Persia Ave,San Francisco,94112,37.7225277,-122.4345032
147,henrys-hunan-restaurant-san-francisco-6,Henry's Hunan Restaurant,http://www.yelp.com/biz/henrys-hunan-restaurant-san-francisco-6,4155858838,4753 Mission St,San Francisco,94112,37.7221989,-122.4365416
148,excelsior-chinese-food-san-francisco,Excelsior Chinese Food,http://www.yelp.com/biz/excelsior-chinese-food-san-francisco,4153331931,4845 Mission St,San Francisco,94112,37.7208565,-122.4375657
149,italian-american-social-club-of-san-francisco-san-francisco,Italian-American Social Club of San Francisco,http://www.yelp.com/biz/italian-american-social-club-of-san-francisco-san-francisco,4155858059,25 Russia Ave,San Francisco,94112,37.7213567,-122.4366917
150,sun-jin-deli-and-restaurant-san-francisco,Sun Jin Deli & Restaurant,http://www.yelp.com/biz/sun-jin-deli-and-restaurant-san-francisco,4153337973,4689 Mission St,San Francisco,94112,37.7233199,-122.4358456
151,los-planes-de-renderos-pupuseria-san-francisco,Los Planes De Renderos Pupuseria,http://www.yelp.com/biz/los-planes-de-renderos-pupuseria-san-francisco,4155858645,12 Persia Ave,San Francisco,94112,37.722843,-122.4355875
